team_id,team_name,team_goals,team_play_where,team_penalty,team_halftime,team_fulltime,team_extratime,adversary_id,adversary_name,adversary_goals,adversary_play_where,adversary_penalty,adversary_halftime,adversary_fulltime,adversary_extratime,game_date,game_status,game_elapsed,city,league,season,round,winner,Shots on Goal,Shots off Goal,Total Shots,Blocked Shots,Shots insidebox,Shots outsidebox,Fouls,Corner Kicks,Offsides,Ball Possession,Yellow Cards,Red Cards,Goalkeeper Saves,Total passes,Passes accurate,Passes %,adversary_event_main,adversary_event_detail,adversary_event_player,adversary_event_time,adversary_event_assist,team_formation,coach,team_player_posGplayer_grid_1:1,team_player_posDplayer_grid_2:4,team_player_posMplayer_grid_2:3,team_player_posDplayer_grid_2:2,team_player_posDplayer_grid_2:1,team_player_posMplayer_grid_3:3,team_player_posMplayer_grid_3:2,team_player_posDplayer_grid_3:1,team_player_posFplayer_grid_4:3,team_player_posFplayer_grid_4:2,team_player_posFplayer_grid_4:1,team_substitute_posFsubstitute_grid_None,team_substitute_posMsubstitute_grid_None,team_substitute_posDsubstitute_grid_None,team_substitute_posGsubstitute_grid_None,adversary_formation,adversary_player_posGplayer_grid_1:1,adversary_player_posMplayer_grid_2:4,adversary_player_posDplayer_grid_2:3,adversary_player_posDplayer_grid_2:2,adversary_player_posDplayer_grid_2:1,adversary_player_posMplayer_grid_3:2,adversary_player_posMplayer_grid_3:1,adversary_player_posDplayer_grid_4:3,adversary_player_posMplayer_grid_4:2,adversary_player_posMplayer_grid_4:1,adversary_player_posFplayer_grid_5:1,adversary_substitute_posFsubstitute_grid_None,adversary_substitute_posMsubstitute_grid_None,adversary_substitute_posDsubstitute_grid_None,adversary_substitute_posGsubstitute_grid_None,adversary_substitute_posNonesubstitute_grid_None
40,Liverpool,2,away,,0,2,,36,Fulham,2,home,,1,2,,1659785400,Match Finished,90,London,Premier League,2022,Regular Season - 1,tie,4,5,11,2,9,2,9,4,4,67%,,,1,612,473,77%,Goal,Normal Goal,Mohamed Salah,80,D. Núñez,4-3-3,Marco Silva,Alisson,J. Matip,V. van Dijk,A. Robertson,T. Alexander-Arnold,J. Henderson,Thiago Alcântara,Fabinho,Roberto Firmino,Mohamed Salah,L. Díaz,D. Núñez,Fábio Carvalho,J. Gomez,Adrián,4-2-3-1,M. Rodák,T. Ream,K. Tete,T. Adarabioyo,A. Robinson,N. Kebano,Andreas Pereira,João Palhinha,H. Reed,B. De Cordova-Reid,A. Mitrović,Rodrigo Muniz,T. Francois,K. Mbabu,B. Leno,L. Harris
